SalesDate,Year,Quarter,Month,Week,Day,FiscalYear,FiscalQuarter,FiscalMonth,FiscalWeek,FiscalDay,SalesDate_SK
2008-08-26,2008,3,8,35,26,2009,2,5,47,26,1335
2008-08-27,2008,3,8,35,27,2009,2,5,47,27,1336
2008-08-28,2008,3,8,35,28,2009,2,5,47,28,1337
2008-08-29,2008,3,8,35,29,2009,2,5,47,29,1338
2008-08-30,2008,3,8,35,30,2009,2,5,47,30,1339
2008-08-31,2008,3,8,36,31,2009,2,5,48,31,1340
2008-09-01,2008,3,9,36,1,2009,2,6,48,1,1341
2008-09-02,2008,3,9,36,2,2009,2,6,48,2,1342
2008-09-03,2008,3,9,36,3,2009,2,6,48,3,1343
2008-09-04,2008,3,9,36,4,2009,2,6,48,4,1344
2008-09-05,2008,3,9,36,5,2009,2,6,48,5,1345
2008-09-06,2008,3,9,36,6,2009,2,6,48,6,1346
2008-09-07,2008,3,9,37,7,2009,2,6,49,7,1347
2008-09-08,2008,3,9,37,8,2009,2,6,49,8,1348
2008-09-09,2008,3,9,37,9,2009,2,6,49,9,1349
2008-09-10,2008,3,9,37,10,2009,2,6,49,10,1350
2008-09-11,2008,3,9,37,11,2009,2,6,49,11,1351
2008-09-12,2008,3,9,37,12,2009,2,6,49,12,1352
2008-09-13,2008,3,9,37,13,2009,2,6,49,13,1353
2008-09-14,2008,3,9,38,14,2009,2,6,50,14,1354
2008-09-15,2008,3,9,38,15,2009,2,6,50,15,1355
2008-09-16,2008,3,9,38,16,2009,2,6,50,16,1356
2008-09-17,2008,3,9,38,17,2009,2,6,50,17,1357
2008-09-18,2008,3,9,38,18,2009,2,6,50,18,1358
2008-09-19,2008,3,9,38,19,2009,2,6,50,19,1359
2008-09-20,2008,3,9,38,20,2009,2,6,50,20,1360
2008-09-21,2008,3,9,39,21,2009,2,6,51,21,1361
2008-09-22,2008,3,9,39,22,2009,2,6,51,22,1362
2008-09-23,2008,3,9,39,23,2009,2,6,51,23,1363
2008-09-24,2008,3,9,39,24,2009,2,6,51,24,1364
2008-09-25,2008,3,9,39,25,2009,2,6,51,25,1365
2008-09-26,2008,3,9,39,26,2009,2,6,51,26,1366
2008-09-27,2008,3,9,39,27,2009,2,6,51,27,1367
2008-09-28,2008,3,9,40,28,2009,2,6,52,28,1368
2008-09-29,2008,3,9,40,29,2009,2,6,52,29,1369
2008-09-30,2008,3,9,40,30,2009,2,6,52,30,1370
2008-10-01,2008,4,10,40,1,2009,3,7,52,1,1371
2008-10-02,2008,4,10,40,2,2009,3,7,52,2,1372
2008-10-03,2008,4,10,40,3,2009,3,7,52,3,1373
2008-10-04,2008,4,10,40,4,2009,3,7,52,4,1374
2008-10-05,2008,4,10,41,5,2009,3,7,53,5,1375
2008-10-06,2008,4,10,41,6,2009,3,7,53,6,1376
2008-10-07,2008,4,10,41,7,2009,3,7,53,7,1377
2008-10-08,2008,4,10,41,8,2009,3,7,53,8,1378
2008-10-09,2008,4,10,41,9,2009,3,7,53,9,1379
2008-10-10,2008,4,10,41,10,2009,3,7,53,10,1380
2008-10-11,2008,4,10,41,11,2009,3,7,53,11,1381
2008-10-12,2008,4,10,42,12,2009,3,7,54,12,1382
2008-10-13,2008,4,10,42,13,2009,3,7,54,13,1383
2008-10-14,2008,4,10,42,14,2009,3,7,54,14,1384
2008-10-15,2008,4,10,42,15,2009,3,7,54,15,1385
2008-10-16,2008,4,10,42,16,2009,3,7,54,16,1386
2008-10-17,2008,4,10,42,17,2009,3,7,54,17,1387
2008-10-18,2008,4,10,42,18,2009,3,7,54,18,1388
2008-10-19,2008,4,10,43,19,2009,3,7,55,19,1389
2008-10-20,2008,4,10,43,20,2009,3,7,55,20,1390
2008-10-21,2008,4,10,43,21,2009,3,7,55,21,1391
2008-10-22,2008,4,10,43,22,2009,3,7,55,22,1392
2008-10-23,2008,4,10,43,23,2009,3,7,55,23,1393
2008-10-24,2008,4,10,43,24,2009,3,7,55,24,1394
2008-10-25,2008,4,10,43,25,2009,3,7,55,25,1395
2008-10-26,2008,4,10,44,26,2009,3,7,56,26,1396
2008-10-27,2008,4,10,44,27,2009,3,7,56,27,1397
2008-10-28,2008,4,10,44,28,2009,3,7,56,28,1398
2008-10-29,2008,4,10,44,29,2009,3,7,56,29,1399
2008-10-30,2008,4,10,44,30,2009,3,7,56,30,1400
2008-10-31,2008,4,10,44,31,2009,3,7,56,31,1401
2008-11-01,2008,4,11,44,1,2009,3,8,56,1,1402
2008-11-02,2008,4,11,45,2,2009,3,8,57,2,1403
2008-11-03,2008,4,11,45,3,2009,3,8,57,3,1404
2008-11-04,2008,4,11,45,4,2009,3,8,57,4,1405
2008-11-05,2008,4,11,45,5,2009,3,8,57,5,1406
2008-11-06,2008,4,11,45,6,2009,3,8,57,6,1407
2008-11-07,2008,4,11,45,7,2009,3,8,57,7,1408
2008-11-08,2008,4,11,45,8,2009,3,8,57,8,1409
2008-11-09,2008,4,11,46,9,2009,3,8,58,9,1410
2008-11-10,2008,4,11,46,10,2009,3,8,58,10,1411
2008-11-11,2008,4,11,46,11,2009,3,8,58,11,1412
2008-11-12,2008,4,11,46,12,2009,3,8,58,12,1413
2008-11-13,2008,4,11,46,13,2009,3,8,58,13,1414
2008-11-14,2008,4,11,46,14,2009,3,8,58,14,1415
2008-11-15,2008,4,11,46,15,2009,3,8,58,15,1416
2008-11-16,2008,4,11,47,16,2009,3,8,59,16,1417
2008-11-17,2008,4,11,47,17,2009,3,8,59,17,1418
2008-11-18,2008,4,11,47,18,2009,3,8,59,18,1419
2008-11-19,2008,4,11,47,19,2009,3,8,59,19,1420
2008-11-20,2008,4,11,47,20,2009,3,8,59,20,1421
2008-11-21,2008,4,11,47,21,2009,3,8,59,21,1422
2008-11-22,2008,4,11,47,22,2009,3,8,59,22,1423
2008-11-23,2008,4,11,48,23,2009,3,8,60,23,1424
2008-11-24,2008,4,11,48,24,2009,3,8,60,24,1425
2008-11-25,2008,4,11,48,25,2009,3,8,60,25,1426
2008-11-26,2008,4,11,48,26,2009,3,8,60,26,1427
2008-11-27,2008,4,11,48,27,2009,3,8,60,27,1428
2008-11-28,2008,4,11,48,28,2009,3,8,60,28,1429
2008-11-29,2008,4,11,48,29,2009,3,8,60,29,1430
2008-11-30,2008,4,11,49,30,2009,3,8,61,30,1431
2008-12-01,2008,4,12,49,1,2009,3,9,61,1,1432
2008-12-02,2008,4,12,49,2,2009,3,9,61,2,1433
2008-12-03,2008,4,12,49,3,2009,3,9,61,3,1434
2008-12-04,2008,4,12,49,4,2009,3,9,61,4,1435
2008-12-05,2008,4,12,49,5,2009,3,9,61,5,1436
2008-12-06,2008,4,12,49,6,2009,3,9,61,6,1437
2008-12-07,2008,4,12,50,7,2009,3,9,62,7,1438
2008-12-08,2008,4,12,50,8,2009,3,9,62,8,1439
2008-12-09,2008,4,12,50,9,2009,3,9,62,9,1440
2008-12-10,2008,4,12,50,10,2009,3,9,62,10,1441
2008-12-11,2008,4,12,50,11,2009,3,9,62,11,1442
2008-12-12,2008,4,12,50,12,2009,3,9,62,12,1443
2008-12-13,2008,4,12,50,13,2009,3,9,62,13,1444
2008-12-14,2008,4,12,51,14,2009,3,9,63,14,1445
2008-12-15,2008,4,12,51,15,2009,3,9,63,15,1446
2008-12-16,2008,4,12,51,16,2009,3,9,63,16,1447
2008-12-17,2008,4,12,51,17,2009,3,9,63,17,1448
2008-12-18,2008,4,12,51,18,2009,3,9,63,18,1449
2008-12-19,2008,4,12,51,19,2009,3,9,63,19,1450
2008-12-20,2008,4,12,51,20,2009,3,9,63,20,1451
2008-12-21,2008,4,12,52,21,2009,3,9,64,21,1452
2008-12-22,2008,4,12,52,22,2009,3,9,64,22,1453
2008-12-23,2008,4,12,52,23,2009,3,9,64,23,1454
2008-12-24,2008,4,12,52,24,2009,3,9,64,24,1455
2008-12-25,2008,4,12,52,25,2009,3,9,64,25,1456
2008-12-26,2008,4,12,52,26,2009,3,9,64,26,1457
2008-12-27,2008,4,12,52,27,2009,3,9,64,27,1458
2008-12-28,2008,4,12,1,28,2009,3,9,41,28,1459
2008-12-29,2008,4,12,1,29,2009,3,9,41,29,1460
2008-12-30,2008,4,12,1,30,2009,3,9,41,30,1461
2008-12-31,2008,4,12,1,31,2009,3,9,41,31,1462
2009-01-01,2009,1,1,1,1,2009,4,10,41,1,1463
2009-01-02,2009,1,1,1,2,2009,4,10,41,2,1464
2009-01-03,2009,1,1,1,3,2009,4,10,41,3,1465
2009-01-04,2009,1,1,2,4,2009,4,10,42,4,1466
2009-01-05,2009,1,1,2,5,2009,4,10,42,5,1467
2009-01-06,2009,1,1,2,6,2009,4,10,42,6,1468
2009-01-07,2009,1,1,2,7,2009,4,10,42,7,1469
2009-01-08,2009,1,1,2,8,2009,4,10,42,8,1470
2009-01-09,2009,1,1,2,9,2009,4,10,42,9,1471
2009-01-10,2009,1,1,2,10,2009,4,10,42,10,1472
2009-01-11,2009,1,1,3,11,2009,4,10,43,11,1473
2009-01-12,2009,1,1,3,12,2009,4,10,43,12,1474
2009-01-13,2009,1,1,3,13,2009,4,10,43,13,1475
2009-01-14,2009,1,1,3,14,2009,4,10,43,14,1476
2009-01-15,2009,1,1,3,15,2009,4,10,43,15,1477
2009-01-16,2009,1,1,3,16,2009,4,10,43,16,1478
2009-01-17,2009,1,1,3,17,2009,4,10,43,17,1479
2009-01-18,2009,1,1,4,18,2009,4,10,44,18,1480
2009-01-19,2009,1,1,4,19,2009,4,10,44,19,1481
2009-01-20,2009,1,1,4,20,2009,4,10,44,20,1482
2009-01-21,2009,1,1,4,21,2009,4,10,44,21,1483
2009-01-22,2009,1,1,4,22,2009,4,10,44,22,1484
2009-01-23,2009,1,1,4,23,2009,4,10,44,23,1485
2009-01-24,2009,1,1,4,24,2009,4,10,44,24,1486
2009-01-25,2009,1,1,5,25,2009,4,10,45,25,1487
2009-01-26,2009,1,1,5,26,2009,4,10,45,26,1488
2009-01-27,2009,1,1,5,27,2009,4,10,45,27,1489
2009-01-28,2009,1,1,5,28,2009,4,10,45,28,1490
2009-01-29,2009,1,1,5,29,2009,4,10,45,29,1491
2009-01-30,2009,1,1,5,30,2009,4,10,45,30,1492
2009-01-31,2009,1,1,5,31,2009,4,10,45,31,1493
2009-02-01,2009,1,2,6,1,2009,4,11,46,1,1494
2009-02-02,2009,1,2,6,2,2009,4,11,46,2,1495
2009-02-03,2009,1,2,6,3,2009,4,11,46,3,1496
2009-02-04,2009,1,2,6,4,2009,4,11,46,4,1497
2009-02-05,2009,1,2,6,5,2009,4,11,46,5,1498
2009-02-06,2009,1,2,6,6,2009,4,11,46,6,1499
2009-02-07,2009,1,2,6,7,2009,4,11,46,7,1500
2009-02-08,2009,1,2,7,8,2009,4,11,47,8,1501
2009-02-09,2009,1,2,7,9,2009,4,11,47,9,1502
2009-02-10,2009,1,2,7,10,2009,4,11,47,10,1503
2009-02-11,2009,1,2,7,11,2009,4,11,47,11,1504
2009-02-12,2009,1,2,7,12,2009,4,11,47,12,1505
2009-02-13,2009,1,2,7,13,2009,4,11,47,13,1506
2009-02-14,2009,1,2,7,14,2009,4,11,47,14,1507
2009-02-15,2009,1,2,8,15,2009,4,11,48,15,1508
2009-02-16,2009,1,2,8,16,2009,4,11,48,16,1509
2009-02-17,2009,1,2,8,17,2009,4,11,48,17,1510
2009-02-18,2009,1,2,8,18,2009,4,11,48,18,1511
2009-02-19,2009,1,2,8,19,2009,4,11,48,19,1512
2009-02-20,2009,1,2,8,20,2009,4,11,48,20,1513
2009-02-21,2009,1,2,8,21,2009,4,11,48,21,1514
2009-02-22,2009,1,2,9,22,2009,4,11,49,22,1515
2009-02-23,2009,1,2,9,23,2009,4,11,49,23,1516
2009-02-24,2009,1,2,9,24,2009,4,11,49,24,1517
2009-02-25,2009,1,2,9,25,2009,4,11,49,25,1518
2009-02-26,2009,1,2,9,26,2009,4,11,49,26,1519
2009-02-27,2009,1,2,9,27,2009,4,11,49,27,1520
2009-02-28,2009,1,2,9,28,2009,4,11,49,28,1521
2009-03-01,2009,1,3,10,1,2009,4,12,50,1,1522
2009-03-02,2009,1,3,10,2,2009,4,12,50,2,1523
2009-03-03,2009,1,3,10,3,2009,4,12,50,3,1524
2009-03-04,2009,1,3,10,4,2009,4,12,50,4,1525
2009-03-05,2009,1,3,10,5,2009,4,12,50,5,1526
2009-03-06,2009,1,3,10,6,2009,4,12,50,6,1527
2009-03-07,2009,1,3,10,7,2009,4,12,50,7,1528
2009-03-08,2009,1,3,11,8,2009,4,12,51,8,1529
2009-03-09,2009,1,3,11,9,2009,4,12,51,9,1530
2009-03-10,2009,1,3,11,10,2009,4,12,51,10,1531
2009-03-11,2009,1,3,11,11,2009,4,12,51,11,1532
2009-03-12,2009,1,3,11,12,2009,4,12,51,12,1533
2009-03-13,2009,1,3,11,13,2009,4,12,51,13,1534
2009-03-14,2009,1,3,11,14,2009,4,12,51,14,1535
2009-03-15,2009,1,3,12,15,2009,4,12,24,15,1536
2009-03-16,2009,1,3,12,16,2009,4,12,24,16,1537
2009-03-17,2009,1,3,12,17,2009,4,12,24,17,1538
2009-03-18,2009,1,3,12,18,2009,4,12,24,18,1539
2009-03-19,2009,1,3,12,19,2009,4,12,24,19,1540
2009-03-20,2009,1,3,12,20,2009,4,12,24,20,1541
2009-03-21,2009,1,3,12,21,2009,4,12,24,21,1542
2009-03-22,2009,1,3,13,22,2009,4,12,25,22,1543
2009-03-23,2009,1,3,13,23,2009,4,12,25,23,1544
2009-03-24,2009,1,3,13,24,2009,4,12,25,24,1545
2009-03-25,2009,1,3,13,25,2009,4,12,25,25,1546
2009-03-26,2009,1,3,13,26,2009,4,12,25,26,1547
2009-03-27,2009,1,3,13,27,2009,4,12,25,27,1548
2009-03-28,2009,1,3,13,28,2009,4,12,25,28,1549
2009-03-29,2009,1,3,14,29,2009,4,12,26,29,1550
2009-03-30,2009,1,3,14,30,2009,4,12,26,30,1551
2009-03-31,2009,1,3,14,31,2009,4,12,26,31,1552
2009-04-01,2009,2,4,14,1,2010,1,1,26,1,1553
2009-04-02,2009,2,4,14,2,2010,1,1,26,2,1554
2009-04-03,2009,2,4,14,3,2010,1,1,26,3,1555
2009-04-04,2009,2,4,14,4,2010,1,1,26,4,1556
2009-04-05,2009,2,4,15,5,2010,1,1,27,5,1557
2009-04-06,2009,2,4,15,6,2010,1,1,27,6,1558
2009-04-07,2009,2,4,15,7,2010,1,1,27,7,1559
2009-04-08,2009,2,4,15,8,2010,1,1,27,8,1560
2009-04-09,2009,2,4,15,9,2010,1,1,27,9,1561
2009-04-10,2009,2,4,15,10,2010,1,1,27,10,1562
2009-04-11,2009,2,4,15,11,2010,1,1,27,11,1563
2009-04-12,2009,2,4,16,12,2010,1,1,28,12,1564
2009-04-13,2009,2,4,16,13,2010,1,1,28,13,1565
2009-04-14,2009,2,4,16,14,2010,1,1,28,14,1566
2009-04-15,2009,2,4,16,15,2010,1,1,28,15,1567
2009-04-16,2009,2,4,16,16,2010,1,1,28,16,1568
2009-04-17,2009,2,4,16,17,2010,1,1,28,17,1569
2009-04-18,2009,2,4,16,18,2010,1,1,28,18,1570
2009-04-19,2009,2,4,17,19,2010,1,1,29,19,1571
2009-04-20,2009,2,4,17,20,2010,1,1,29,20,1572
2009-04-21,2009,2,4,17,21,2010,1,1,29,21,1573
2009-04-22,2009,2,4,17,22,2010,1,1,29,22,1574
2009-04-23,2009,2,4,17,23,2010,1,1,29,23,1575
2009-04-24,2009,2,4,17,24,2010,1,1,29,24,1576
2009-04-25,2009,2,4,17,25,2010,1,1,29,25,1577
2009-04-26,2009,2,4,18,26,2010,1,1,30,26,1578
2009-04-27,2009,2,4,18,27,2010,1,1,30,27,1579
2009-04-28,2009,2,4,18,28,2010,1,1,30,28,1580
2009-04-29,2009,2,4,18,29,2010,1,1,30,29,1581
2009-04-30,2009,2,4,18,30,2010,1,1,30,30,1582
2009-05-01,2009,2,5,18,1,2010,1,2,30,1,1583
2009-05-02,2009,2,5,18,2,2010,1,2,30,2,1584
2009-05-03,2009,2,5,19,3,2010,1,2,31,3,1585
2009-05-04,2009,2,5,19,4,2010,1,2,31,4,1586
2009-05-05,2009,2,5,19,5,2010,1,2,31,5,1587
2009-05-06,2009,2,5,19,6,2010,1,2,31,6,1588
2009-05-07,2009,2,5,19,7,2010,1,2,31,7,1589
2009-05-08,2009,2,5,19,8,2010,1,2,31,8,1590
2009-05-09,2009,2,5,19,9,2010,1,2,31,9,1591
2009-05-10,2009,2,5,20,10,2010,1,2,32,10,1592
2009-05-11,2009,2,5,20,11,2010,1,2,32,11,1593
2009-05-12,2009,2,5,20,12,2010,1,2,32,12,1594
2009-05-13,2009,2,5,20,13,2010,1,2,32,13,1595
2009-05-14,2009,2,5,20,14,2010,1,2,32,14,1596
2009-05-15,2009,2,5,20,15,2010,1,2,32,15,1597
2009-05-16,2009,2,5,20,16,2010,1,2,32,16,1598
2009-05-17,2009,2,5,21,17,2010,1,2,33,17,1599
2009-05-18,2009,2,5,21,18,2010,1,2,33,18,1600
2009-05-19,2009,2,5,21,19,2010,1,2,33,19,1601
2009-05-20,2009,2,5,21,20,2010,1,2,33,20,1602
2009-05-21,2009,2,5,21,21,2010,1,2,33,21,1603
2009-05-22,2009,2,5,21,22,2010,1,2,33,22,1604
2009-05-23,2009,2,5,21,23,2010,1,2,33,23,1605
2009-05-24,2009,2,5,22,24,2010,1,2,34,24,1606
2009-05-25,2009,2,5,22,25,2010,1,2,34,25,1607
2009-05-26,2009,2,5,22,26,2010,1,2,34,26,1608
2009-05-27,2009,2,5,22,27,2010,1,2,34,27,1609
2009-05-28,2009,2,5,22,28,2010,1,2,34,28,1610
2009-05-29,2009,2,5,22,29,2010,1,2,34,29,1611
2009-05-30,2009,2,5,22,30,2010,1,2,34,30,1612
2009-05-31,2009,2,5,23,31,2010,1,2,35,31,1613
2009-06-01,2009,2,6,23,1,2010,1,3,35,1,1614
2009-06-02,2009,2,6,23,2,2010,1,3,35,2,1615
2009-06-03,2009,2,6,23,3,2010,1,3,35,3,1616
2009-06-04,2009,2,6,23,4,2010,1,3,35,4,1617
2009-06-05,2009,2,6,23,5,2010,1,3,35,5,1618
2009-06-06,2009,2,6,23,6,2010,1,3,35,6,1619
2009-06-07,2009,2,6,24,7,2010,1,3,36,7,1620
2009-06-08,2009,2,6,24,8,2010,1,3,36,8,1621
2009-06-09,2009,2,6,24,9,2010,1,3,36,9,1622
2009-06-10,2009,2,6,24,10,2010,1,3,36,10,1623
2009-06-11,2009,2,6,24,11,2010,1,3,36,11,1624
2009-06-12,2009,2,6,24,12,2010,1,3,36,12,1625
2009-06-13,2009,2,6,24,13,2010,1,3,36,13,1626
2009-06-14,2009,2,6,25,14,2010,1,3,37,14,1627
2009-06-15,2009,2,6,25,15,2010,1,3,37,15,1628
2009-06-16,2009,2,6,25,16,2010,1,3,37,16,1629
2009-06-17,2009,2,6,25,17,2010,1,3,37,17,1630
2009-06-18,2009,2,6,25,18,2010,1,3,37,18,1631
2009-06-19,2009,2,6,25,19,2010,1,3,37,19,1632
2009-06-20,2009,2,6,25,20,2010,1,3,37,20,1633
2009-06-21,2009,2,6,26,21,2010,1,3,38,21,1634
2009-06-22,2009,2,6,26,22,2010,1,3,38,22,1635
2009-06-23,2009,2,6,26,23,2010,1,3,38,23,1636
2009-06-24,2009,2,6,26,24,2010,1,3,38,24,1637
2009-06-25,2009,2,6,26,25,2010,1,3,38,25,1638
2009-06-26,2009,2,6,26,26,2010,1,3,38,26,1639
2009-06-27,2009,2,6,26,27,2010,1,3,38,27,1640
2009-06-28,2009,2,6,27,28,2010,1,3,39,28,1641
2009-06-29,2009,2,6,27,29,2010,1,3,39,29,1642
2009-06-30,2009,2,6,27,30,2010,1,3,39,30,1643
2009-07-01,2009,3,7,27,1,2010,2,4,39,1,1644
2009-07-02,2009,3,7,27,2,2010,2,4,39,2,1645
2009-07-03,2009,3,7,27,3,2010,2,4,39,3,1646
2009-07-04,2009,3,7,27,4,2010,2,4,39,4,1647
2009-07-05,2009,3,7,28,5,2010,2,4,40,5,1648
2009-07-06,2009,3,7,28,6,2010,2,4,40,6,1649
2009-07-07,2009,3,7,28,7,2010,2,4,40,7,1650
2009-07-08,2009,3,7,28,8,2010,2,4,40,8,1651
2009-07-09,2009,3,7,28,9,2010,2,4,40,9,1652
2009-07-10,2009,3,7,28,10,2010,2,4,40,10,1653
2009-07-11,2009,3,7,28,11,2010,2,4,40,11,1654
2009-07-12,2009,3,7,29,12,2010,2,4,41,12,1655
2009-07-13,2009,3,7,29,13,2010,2,4,41,13,1656
2009-07-14,2009,3,7,29,14,2010,2,4,41,14,1657
2009-07-15,2009,3,7,29,15,2010,2,4,41,15,1658
2009-07-16,2009,3,7,29,16,2010,2,4,41,16,1659
2009-07-17,2009,3,7,29,17,2010,2,4,41,17,1660
2009-07-18,2009,3,7,29,18,2010,2,4,41,18,1661
2009-07-19,2009,3,7,30,19,2010,2,4,42,19,1662
2009-07-20,2009,3,7,30,20,2010,2,4,42,20,1663
2009-07-21,2009,3,7,30,21,2010,2,4,42,21,1664
2009-07-22,2009,3,7,30,22,2010,2,4,42,22,1665
2009-07-23,2009,3,7,30,23,2010,2,4,42,23,1666
2009-07-24,2009,3,7,30,24,2010,2,4,42,24,1667
2009-07-25,2009,3,7,30,25,2010,2,4,42,25,1668
2009-07-26,2009,3,7,31,26,2010,2,4,43,26,1669
2009-07-27,2009,3,7,31,27,2010,2,4,43,27,1670
2009-07-28,2009,3,7,31,28,2010,2,4,43,28,1671
2009-07-29,2009,3,7,31,29,2010,2,4,43,29,1672
2009-07-30,2009,3,7,31,30,2010,2,4,43,30,1673
2009-07-31,2009,3,7,31,31,2010,2,4,43,31,1674
2009-08-01,2009,3,8,31,1,2010,2,5,43,1,1675
2009-08-02,2009,3,8,32,2,2010,2,5,44,2,1676
2009-08-03,2009,3,8,32,3,2010,2,5,44,3,1677
2009-08-04,2009,3,8,32,4,2010,2,5,44,4,1678
2009-08-05,2009,3,8,32,5,2010,2,5,44,5,1679
2009-08-06,2009,3,8,32,6,2010,2,5,44,6,1680
2009-08-07,2009,3,8,32,7,2010,2,5,44,7,1681
2009-08-08,2009,3,8,32,8,2010,2,5,44,8,1682
2009-08-09,2009,3,8,33,9,2010,2,5,45,9,1683
2009-08-10,2009,3,8,33,10,2010,2,5,45,10,1684
2009-08-11,2009,3,8,33,11,2010,2,5,45,11,1685
2009-08-12,2009,3,8,33,12,2010,2,5,45,12,1686
2009-08-13,2009,3,8,33,13,2010,2,5,45,13,1687
2009-08-14,2009,3,8,33,14,2010,2,5,45,14,1688
2009-08-15,2009,3,8,33,15,2010,2,5,45,15,1689
2009-08-16,2009,3,8,34,16,2010,2,5,46,16,1690
2009-08-17,2009,3,8,34,17,2010,2,5,46,17,1691
2009-08-18,2009,3,8,34,18,2010,2,5,46,18,1692
2009-08-19,2009,3,8,34,19,2010,2,5,46,19,1693
2009-08-20,2009,3,8,34,20,2010,2,5,46,20,1694
2009-08-21,2009,3,8,34,21,2010,2,5,46,21,1695
2009-08-22,2009,3,8,34,22,2010,2,5,46,22,1696
2009-08-23,2009,3,8,35,23,2010,2,5,47,23,1697
2009-08-24,2009,3,8,35,24,2010,2,5,47,24,1698
2009-08-25,2009,3,8,35,25,2010,2,5,47,25,1699
2009-08-26,2009,3,8,35,26,2010,2,5,47,26,1700
2009-08-27,2009,3,8,35,27,2010,2,5,47,27,1701
2009-08-28,2009,3,8,35,28,2010,2,5,47,28,1702
2009-08-29,2009,3,8,35,29,2010,2,5,47,29,1703
2009-08-30,2009,3,8,36,30,2010,2,5,48,30,1704
2009-08-31,2009,3,8,36,31,2010,2,5,48,31,1705
2009-09-01,2009,3,9,36,1,2010,2,6,48,1,1706
2009-09-02,2009,3,9,36,2,2010,2,6,48,2,1707
2009-09-03,2009,3,9,36,3,2010,2,6,48,3,1708
2009-09-04,2009,3,9,36,4,2010,2,6,48,4,1709
2009-09-05,2009,3,9,36,5,2010,2,6,48,5,1710
2009-09-06,2009,3,9,37,6,2010,2,6,49,6,1711
2009-09-07,2009,3,9,37,7,2010,2,6,49,7,1712
2009-09-08,2009,3,9,37,8,2010,2,6,49,8,1713
2009-09-09,2009,3,9,37,9,2010,2,6,49,9,1714
2009-09-10,2009,3,9,37,10,2010,2,6,49,10,1715
2009-09-11,2009,3,9,37,11,2010,2,6,49,11,1716
2009-09-12,2009,3,9,37,12,2010,2,6,49,12,1717
2009-09-13,2009,3,9,38,13,2010,2,6,50,13,1718
2009-09-14,2009,3,9,38,14,2010,2,6,50,14,1719
2009-09-15,2009,3,9,38,15,2010,2,6,50,15,1720
2009-09-16,2009,3,9,38,16,2010,2,6,50,16,1721
2009-09-17,2009,3,9,38,17,2010,2,6,50,17,1722
2009-09-18,2009,3,9,38,18,2010,2,6,50,18,1723
2009-09-19,2009,3,9,38,19,2010,2,6,50,19,1724
2009-09-20,2009,3,9,39,20,2010,2,6,51,20,1725
2009-09-21,2009,3,9,39,21,2010,2,6,51,21,1726
2009-09-22,2009,3,9,39,22,2010,2,6,51,22,1727
2009-09-23,2009,3,9,39,23,2010,2,6,51,23,1728
2009-09-24,2009,3,9,39,24,2010,2,6,51,24,1729
2009-09-25,2009,3,9,39,25,2010,2,6,51,25,1730
2009-09-26,2009,3,9,39,26,2010,2,6,51,26,1731
2009-09-27,2009,3,9,40,27,2010,2,6,52,27,1732
2009-09-28,2009,3,9,40,28,2010,2,6,52,28,1733
2009-09-29,2009,3,9,40,29,2010,2,6,52,29,1734
2009-09-30,2009,3,9,40,30,2010,2,6,52,30,1735
2009-10-01,2009,4,10,40,1,2010,3,7,52,1,1736
2009-10-02,2009,4,10,40,2,2010,3,7,52,2,1737
2009-10-03,2009,4,10,40,3,2010,3,7,52,3,1738
2009-10-04,2009,4,10,41,4,2010,3,7,53,4,1739
2009-10-05,2009,4,10,41,5,2010,3,7,53,5,1740
2009-10-06,2009,4,10,41,6,2010,3,7,53,6,1741
2009-10-07,2009,4,10,41,7,2010,3,7,53,7,1742
2009-10-08,2009,4,10,41,8,2010,3,7,53,8,1743
2009-10-09,2009,4,10,41,9,2010,3,7,53,9,1744
2009-10-10,2009,4,10,41,10,2010,3,7,53,10,1745
2009-10-11,2009,4,10,42,11,2010,3,7,54,11,1746
2009-10-12,2009,4,10,42,12,2010,3,7,54,12,1747
2009-10-13,2009,4,10,42,13,2010,3,7,54,13,1748
2009-10-14,2009,4,10,42,14,2010,3,7,54,14,1749
2009-10-15,2009,4,10,42,15,2010,3,7,54,15,1750
2009-10-16,2009,4,10,42,16,2010,3,7,54,16,1751
2009-10-17,2009,4,10,42,17,2010,3,7,54,17,1752
2009-10-18,2009,4,10,43,18,2010,3,7,55,18,1753
2009-10-19,2009,4,10,43,19,2010,3,7,55,19,1754
2009-10-20,2009,4,10,43,20,2010,3,7,55,20,1755
2009-10-21,2009,4,10,43,21,2010,3,7,55,21,1756
2009-10-22,2009,4,10,43,22,2010,3,7,55,22,1757
2009-10-23,2009,4,10,43,23,2010,3,7,55,23,1758
2009-10-24,2009,4,10,43,24,2010,3,7,55,24,1759
2009-10-25,2009,4,10,44,25,2010,3,7,56,25,1760
2009-10-26,2009,4,10,44,26,2010,3,7,56,26,1761
2009-10-27,2009,4,10,44,27,2010,3,7,56,27,1762
2009-10-28,2009,4,10,44,28,2010,3,7,56,28,1763
2009-10-29,2009,4,10,44,29,2010,3,7,56,29,1764
2009-10-30,2009,4,10,44,30,2010,3,7,56,30,1765
2009-10-31,2009,4,10,44,31,2010,3,7,56,31,1766
2009-11-01,2009,4,11,45,1,2010,3,8,57,1,1767
2009-11-02,2009,4,11,45,2,2010,3,8,57,2,1768
2009-11-03,2009,4,11,45,3,2010,3,8,57,3,1769
